BUCKS,45,27
EASTERN
GIANNIS ANTETOKOUNMPO,29.7,5.8,11.6,1.1,1.4,3.3,55.0,30.2,72.1
JRUE HOLIDAY,18.5,6.7,4.5,1.6,0.4,2.7,50.5,41.4,75.9
